meter_id,timestamp,voltage,current,power,power_factor,consumption_kwh,is_anomaly,anomaly_type,day_of_week,hour,season,house_type,family_size,work_schedule,solar_equipped,daily_avg,daily_avg_consumption,hourly_avg_consumption,consumption_ratio,rolling_mean_24h,rolling_std_24h
M001,2006-12-16 21:00:00,237.346,12.746666666666666,2.9841333333333333,0.98,0.7460333333333333,0,NORMAL,Saturday,21,Winter,Medium,4,WFH,False,5.0,0.7545768278271253,0.5974236111111111,0.9886777672216708,0.8918041666666666,0.11358311877374361
M001,2006-12-16 21:15:00,237.35733333333334,13.146666666666667,3.0805333333333333,0.98,0.7701333333333333,0,NORMAL,Saturday,21,Winter,Medium,4,WFH,False,5.0,0.7545768278271253,0.5974236111111111,1.0206161982882571,0.8846470588235293,0.11386665816428988
M001,2006-12-16 21:30:00,237.00933333333333,12.986666666666668,3.0385333333333335,0.98,0.7596333333333334,0,NORMAL,Saturday,21,Winter,Medium,4,WFH,False,5.0,0.7545768278271253,0.5974236111111111,1.0067011142136033,0.8777018518518518,0.11432925589952393
M001,2006-12-16 21:45:00,236.922,13.306666666666667,3.122666666666667,0.98,0.7806666666666667,0,NORMAL,Saturday,21,Winter,Medium,4,WFH,False,5.0,0.7545768278271253,0.5974236111111111,1.0345754572329893,0.8725947368421053,0.11331624776614008
M001,2006-12-16 22:00:00,236.484,12.866666666666667,3.006266666666667,0.98,0.7515666666666667,0,NORMAL,Saturday,22,Winter,Medium,4,WFH,False,5.0,0.7545768278271253,0.43308070997816195,0.996010795654663,0.8665433333333332,0.11356558509055038
M001,2006-12-16 22:15:00,238.97266666666667,8.906666666666666,2.0249333333333333,0.9513652861325742,0.5062333333333333,0,NORMAL,Saturday,22,Winter,Medium,4,WFH,False,5.0,0.7545768278271253,0.43308070997816195,0.6708837518786253,0.8493857142857143,0.13577314436278884
M001,2006-12-16 22:30:00,239.78933333333333,8.0,1.8654666666666666,0.972450817940192,0.46636666666666665,0,NORMAL,Saturday,22,Winter,Medium,4,WFH,False,5.0,0.7545768278271253,0.43308070997816195,0.6180506072650193,0.8319757575757575,0.15564339283607803
M001,2006-12-16 22:45:00,239.79399999999998,8.32,1.9038666666666666,0.9542779561003537,0.47596666666666665,0,NORMAL,Saturday,22,Winter,Medium,4,WFH,False,5.0,0.7545768278271253,0.43308070997816195,0.6307729698475598,0.8164971014492753,0.16921665925373383
M001,2006-12-16 23:00:00,240.04666666666665,8.413333333333334,1.9438666666666669,0.9625043413595799,0.4859666666666667,0,NORMAL,Saturday,23,Winter,Medium,4,WFH,False,5.0,0.7545768278271253,0.2996416211153613,0.6440254308710397,0.802725,0.1787215931280871
M001,2006-12-16 23:15:00,240.818,8.106666666666666,1.8704,0.9580832172450828,0.4676,0,NORMAL,Saturday,23,Winter,Medium,4,WFH,False,5.0,0.7545768278271253,0.2996416211153613,0.6196850774579151,0.78932,0.18735758986889603
M001,2006-12-16 23:30:00,241.07466666666667,0.8542682052004416,0.19869740532953,0.9648201794261215,0.0496743513323825,1,LOAD_THEFT,Saturday,23,Winter,Medium,4,WFH,False,5.0,0.7545768278271253,0.2996416211153613,0.06583074048990406,0.7608720904358608,0.23396607520114449
M001,2006-12-16 23:45:00,240.53933333333333,10.173333333333334,2.3636,0.9658831811069158,0.5909,0,NORMAL,Saturday,23,Winter,Medium,4,WFH,False,5.0,0.7545768278271253,0.2996416211153613,0.7830879218774209,0.7545768278271253,0.23174286157849913
M001,2006-12-17 00:00:00,240.44799999999998,9.613333333333335,2.2573333333333334,0.9765635815456086,0.5643333333333334,0,NORMAL,Sunday,0,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.16658690004391458,0.9281460719353742,0.7477824173094899,0.23023527386894233
M001,2006-12-17 00:15:00,239.78,7.48,1.7116,0.9543061531894431,0.4279,0,NORMAL,Sunday,0,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.16658690004391458,0.7037573021520613,0.7367519891264039,0.2337596382181984
M001,2006-12-17 00:30:00,242.01733333333334,7.386666666666667,1.6949333333333334,0.9481076441681008,0.42373333333333335,0,NORMAL,Sunday,0,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.16658690004391458,0.696904481183844,0.7263180339333016,0.23669670489399944
M001,2006-12-17 00:45:00,241.60199999999998,8.026666666666667,1.8659999999999999,0.9622233386167266,0.46649999999999997,0,NORMAL,Sunday,0,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.16658690004391458,0.767241835601628,0.7179368070322274,0.23735082262228172
M001,2006-12-17 01:00:00,239.9226666666667,15.746666666666666,3.716,0.98,0.929,0,NORMAL,Sunday,1,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.28361833333333336,1.5279049630737673,0.7245325318124702,0.23645349721340295
M001,2006-12-17 01:15:00,239.20066666666668,15.44,3.6355999999999997,0.98,0.9088999999999999,0,NORMAL,Sunday,1,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.28361833333333336,1.494846954723086,0.73011942478785,0.23493212242388264
M001,2006-12-17 01:30:00,241.01666666666668,14.306666666666667,3.385866666666667,0.98,0.8464666666666667,0,NORMAL,Sunday,1,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.28361833333333336,1.3921642853353158,0.7335414024901681,0.23220405157352303
M001,2006-12-17 01:45:00,241.65333333333334,11.493333333333334,2.6601333333333335,0.9577774608638301,0.6650333333333334,0,NORMAL,Sunday,1,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.28361833333333336,1.0937650490952542,0.7315840290856871,0.22905670190532298
M001,2006-12-17 02:00:00,245.76133333333334,6.866666666666666,1.5581333333333334,0.9233048107346288,0.38953333333333334,0,NORMAL,Sunday,2,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.21291166666666667,0.6406565266767149,0.7220826208703439,0.23284733113334644
M001,2006-12-17 02:15:00,245.88066666666666,6.92,1.6425333333333334,0.9653475871160961,0.41063333333333335,0,NORMAL,Sunday,2,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.21291166666666667,0.6753592120597682,0.713665072558533,0.23523066727978054
M001,2006-12-17 02:30:00,246.47400000000002,6.733333333333333,1.546,0.9315544860554849,0.3865,0,NORMAL,Sunday,2,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.21291166666666667,0.6356676730118526,0.7050554653859399,0.238022541959221
M001,2006-12-17 02:45:00,245.15866666666668,6.96,1.6024,0.93910563386489,0.4006,0,NORMAL,Sunday,2,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.21291166666666667,0.6588576191683005,0.6972489149914286,0.23987614190271125
M001,2006-12-17 03:00:00,245.37933333333334,7.213333333333334,1.6703999999999999,0.9437272543062565,0.41759999999999997,0,NORMAL,Sunday,3,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.14465333333333333,0.6868171287186278,0.6902576921166429,0.24087393441923172
M001,2006-12-17 03:15:00,244.05266666666665,6.986666666666666,1.6214666666666666,0.950942908518745,0.40536666666666665,0,NORMAL,Sunday,3,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.14465333333333333,0.6666972463559413,0.6833091305203021,0.24196968573381092
M001,2006-12-17 03:30:00,244.18733333333333,7.466666666666667,1.7364,0.9523572261265453,0.4341,0,NORMAL,Sunday,3,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.14465333333333333,0.7139542997527689,0.6773755797936282,0.24207435101949823
M001,2006-12-17 03:45:00,244.43466666666666,7.16,1.6205333333333334,0.9259385103692619,0.40513333333333335,0,NORMAL,Sunday,3,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.14465333333333333,0.6663134883817211,0.6710443647596678,0.24275167915833545
M001,2006-12-17 04:00:00,243.99533333333335,7.4,1.7016,0.9424194422268154,0.4254,0,NORMAL,Sunday,4,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.15731638776740148,0.6996456095711309,0.6654615382878571,0.2427536615733233
M001,2006-12-17 04:15:00,244.25133333333332,7.133333333333334,1.668,0.9573408362189818,0.417,0,NORMAL,Sunday,4,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.15731638776740148,0.6858303224992045,0.6599401707703493,0.24282068381334335
M001,2006-12-17 04:30:00,243.66866666666664,0.2810410960170894,0.06711129096212234,0.98,0.016777822740530586,1,LOAD_THEFT,Sunday,4,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.15731638776740148,0.027594099714562538,0.6459583805957879,0.25815534351662517
M001,2006-12-17 04:45:00,243.50666666666666,11.453333333333335,2.7705333333333333,0.98,0.6926333333333333,0,NORMAL,Sunday,4,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.15731638776740148,1.1391581351887266,0.6469514646965868,0.2554246405258943
M001,2006-12-17 05:00:00,242.37800000000001,0.5980513372203821,0.1420553972725457,0.98,0.03551384931813643,1,LOAD_THEFT,Sunday,5,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.06556797571990822,0.058408812304665846,0.6342131810428691,0.2676607750356596
M001,2006-12-17 05:15:00,244.50933333333333,7.413333333333333,1.7086666666666666,0.9426454539327388,0.42716666666666664,0,NORMAL,Sunday,5,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.06556797571990822,0.7025512056616551,0.629987741973967,0.2665044187345071
M001,2006-12-17 05:30:00,243.19266666666667,7.426666666666667,1.6956,0.9388127977751856,0.4239,0,NORMAL,Sunday,5,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.06556797571990822,0.6971785940225727,0.6258659871344876,0.2653762736455129
M001,2006-12-17 05:45:00,244.76066666666665,11.35748732682375,-2.6317900473488924,0.9467326434513671,-0.6579475118372231,1,REVERSE_ENERGY,Sunday,5,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.06556797571990822,-1.0821111612251124,0.6006931734291601,0.3183288760444115
M001,2006-12-17 06:00:00,244.04933333333332,7.253333333333333,1.6276000000000002,0.9194591080749024,0.40690000000000004,0,NORMAL,Sunday,6,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.164445,0.6692190844722454,0.5969663816324454,0.3163361711925744
M001,2006-12-17 06:15:00,243.6146666666667,8.666666666666666,2.0842666666666667,0.98,0.5210666666666667,0,NORMAL,Sunday,6,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.164445,0.8569863790014041,0.5955343115387515,0.31345314048218864
M001,2006-12-17 06:30:00,244.3273333333333,4.493333333333334,1.0864,0.98,0.2716,0,NORMAL,Sunday,6,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.164445,0.4466942819922876,0.5895355279917376,0.3135956876880701
M001,2006-12-17 06:45:00,244.57466666666667,1.7066666666666668,0.4149333333333333,0.98,0.10373333333333333,0,NORMAL,Sunday,6,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.164445,0.17060783082474215,0.5807027608161303,0.3175091811881469
M001,2006-12-17 07:00:00,242.84799999999998,12.633166688200712,-2.900914470118925,0.9455579855368041,-0.7252286175297312,1,REVERSE_ENERGY,Sunday,7,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.3917702357901801,-1.1927668504701865,0.5573825576313827,0.35976897909007727
M001,2006-12-17 07:15:00,240.30466666666663,9.573333333333332,2.321466666666667,0.98,0.5803666666666667,0,NORMAL,Sunday,7,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.3917702357901801,0.9545157270210751,0.5577857876144577,0.3565552829491135
M001,2006-12-17 07:30:00,242.11133333333333,7.306666666666667,1.722,0.9734165651687179,0.4305,0,NORMAL,Sunday,7,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.3917702357901801,0.7080334624362291,0.555591205069381,0.35380874606875745
M001,2006-12-17 07:45:00,242.11866666666666,8.546666666666669,2.0264,0.9792647844776826,0.5066,0,NORMAL,Sunday,7,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.3917702357901801,0.833193384599753,0.5547608456614254,0.35080339564979307
M001,2006-12-17 08:00:00,241.82866666666666,7.373333333333333,1.7459999999999998,0.9792026724403822,0.43649999999999994,0,NORMAL,Sunday,8,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.6166183333333334,0.7179015246304622,0.5527898315670683,0.34815269962196355
M001,2006-12-17 08:15:00,241.834,7.786666666666666,1.8309333333333333,0.9723073939204987,0.4577333333333333,0,NORMAL,Sunday,8,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.6166183333333334,0.7528235002844985,0.5512315283173349,0.3454536979103462
M001,2006-12-17 08:30:00,241.40200000000002,8.506666666666668,1.9961333333333333,0.9720514843033324,0.49903333333333333,0,NORMAL,Sunday,8,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.6166183333333334,0.82074866172147,0.5503896219466252,0.34267453730532793
M001,2006-12-17 08:45:00,240.18133333333333,8.533333333333333,1.9891999999999999,0.9705557537083092,0.49729999999999996,0,NORMAL,Sunday,8,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.6166183333333334,0.8178978881986915,0.549546929534774,0.33996560355660294
M001,2006-12-17 09:00:00,237.36666666666667,19.2,4.461733333333333,0.97899990638019,1.1154333333333333,0,NORMAL,Sunday,9,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.487875,1.8345275844756896,0.5583889045941265,0.3445948573033515
M001,2006-12-17 09:15:00,239.4453333333333,8.146666666666667,1.8797333333333333,0.9636291270868015,0.4699333333333333,0,NORMAL,Sunday,9,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.487875,0.7728885600794392,0.5570280496516526,0.34206810818352834
M001,2006-12-17 09:30:00,238.98,8.72,2.0294666666666665,0.9738764878153149,0.5073666666666666,0,NORMAL,Sunday,9,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.487875,0.834454303657905,0.5562756044549105,0.3394816566067792
M001,2006-12-17 09:45:00,239.5993333333333,7.826666666666666,1.8253333333333333,0.9733740000632232,0.4563333333333333,0,NORMAL,Sunday,9,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.487875,0.7505209524391774,0.5547839287665288,0.3371211917305441
M001,2006-12-17 10:00:00,89.09124836035502,11.506666666666666,1.004640431843822,0.98,0.2511601079609555,1,METER_TAMPERING,Sunday,10,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.5547963392817413,0.4130772610115039,0.5503188725782115,0.3366156803544513
M001,2006-12-17 10:15:00,236.82333333333332,59.246782213565524,13.75040004402882,0.98,3.437600011007205,1,METER_TAMPERING,Sunday,10,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.5547963392817413,5.653741784585948,0.5921635267583418,0.4821421696758535
M001,2006-12-17 10:30:00,233.61133333333333,21.946666666666665,5.125733333333333,0.98,1.2814333333333332,0,NORMAL,Sunday,10,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.5547963392817413,2.1075439718494735,0.6020102382808418,0.4856738737938934
M001,2006-12-17 10:45:00,234.76333333333332,18.88,4.403866666666667,0.98,1.1009666666666666,0,NORMAL,Sunday,10,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.5547963392817413,1.8107345900740388,0.6090377936102195,0.4858146292547014
M001,2006-12-17 11:00:00,235.46933333333334,10.546666666666665,2.4474666666666667,0.98,0.6118666666666667,0,NORMAL,Sunday,11,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.4886376923076923,1.0063230535407992,0.6090770835137813,0.4823813825038399
M001,2006-12-17 11:15:00,235.66199999999998,12.173333333333334,2.8596,0.98,0.7149,0,NORMAL,Sunday,11,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.4886376923076923,1.1757796104428808,0.6105267125067433,0.47917989484514956
M001,2006-12-17 11:30:00,237.39866666666666,11.293333333333333,2.6719999999999997,0.98,0.6679999999999999,0,NORMAL,Sunday,11,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.4886376923076923,1.0986442576246247,0.6113033785539495,0.4759334202621675
M001,2006-12-17 11:45:00,239.16866666666667,7.959999999999999,1.9049333333333331,0.98,0.4762333333333333,0,NORMAL,Sunday,11,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.4886376923076923,0.783250025383384,0.6095024446176746,0.4729639430149465
M001,2006-12-17 12:00:00,238.672,7.679999999999999,1.8370666666666666,0.98,0.45926666666666666,0,NORMAL,Sunday,12,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.4577972050471015,0.7553453384008025,0.6075256580656876,0.4701162376538698
M001,2006-12-17 12:15:00,238.2313333333333,8.879999999999999,2.1009333333333333,0.98,0.5252333333333333,0,NORMAL,Sunday,12,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.4577972050471015,0.8638391999696216,0.606456926575657,0.4671072772964114
M001,2006-12-17 12:30:00,236.95666666666665,8.6,2.0069333333333335,0.98,0.5017333333333334,0,NORMAL,Sunday,12,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.4577972050471015,0.8251892897088751,0.6051143164058836,0.4642156668835197
M001,2006-12-17 12:45:00,237.27866666666665,7.386666666666668,1.7185333333333332,0.98,0.4296333333333333,0,NORMAL,Sunday,12,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.4577972050471015,0.7066080756748399,0.6028930381391425,0.4616526896559783
M001,2006-12-17 13:00:00,238.17066666666668,6.866666666666666,1.6269333333333333,0.98,0.40673333333333334,0,NORMAL,Sunday,13,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.48726345179559677,0.6689449716335166,0.6004410418290699,0.4592454971356721
M001,2006-12-17 13:15:00,240.27066666666667,6.0,1.45,0.98,0.3625,0,NORMAL,Sunday,13,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.48726345179559677,0.5961954242349199,0.597503498102785,0.4571313361836496
M001,2006-12-17 13:30:00,240.15200000000002,6.986666666666666,1.6743999999999999,0.98,0.41859999999999997,0,NORMAL,Sunday,13,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.48726345179559677,0.6884618057509999,0.5953217481259218,0.4547301576802251
M001,2006-12-17 13:45:00,110.05575058716045,7.84,0.8455803429112712,0.98,0.2113950857278178,1,METER_TAMPERING,Sunday,13,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.48726345179559677,0.3476766422528927,0.5906961256873905,0.4539093683433748
M001,2006-12-17 14:00:00,243.272,61.08484485919075,14.563027731013351,0.98,3.640756932753338,1,METER_TAMPERING,Sunday,14,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.6515810824530086,5.987869307749247,0.6270063733905564,0.5606245126396805
M001,2006-12-17 14:15:00,245.53466666666665,9.066666666666666,2.2001333333333335,0.98,0.5500333333333334,0,NORMAL,Sunday,14,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.6515810824530086,0.904627190372452,0.6261008082134126,0.5573400070563361
M001,2006-12-17 14:30:00,243.46466666666666,8.746666666666666,2.1346666666666665,0.98,0.5336666666666666,0,NORMAL,Sunday,14,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.6515810824530086,0.8777093096092936,0.6250259926140319,0.5541414868379524
M001,2006-12-17 14:45:00,243.91133333333335,8.613333333333333,2.1082666666666667,0.98,0.5270666666666667,0,NORMAL,Sunday,14,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.6515810824530086,0.8668544411956373,0.6239000233502692,0.551010410807009
M001,2006-12-17 15:00:00,242.54933333333332,8.4,2.0494666666666665,0.98,0.5123666666666666,0,NORMAL,Sunday,15,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.24600232331859706,0.8426776888197659,0.6226325988425009,0.5479635338133996
M001,2006-12-17 15:15:00,241.08733333333333,11.546666666666665,2.7789333333333333,0.98,0.6947333333333333,0,NORMAL,Sunday,15,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.24600232331859706,1.1426119569567081,0.6234427194547574,0.5448948094637721
M001,2006-12-17 15:30:00,238.858,16.30666666666667,3.8872,0.98,0.9718,0,NORMAL,Sunday,15,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.24600232331859706,1.5982971400592971,0.6273133559052602,0.5430678101141131
M001,2006-12-17 15:45:00,239.42866666666666,13.453333333333335,3.226,0.98,0.8065,0,NORMAL,Sunday,15,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.24600232331859706,1.3264320266081737,0.6292824399063013,0.5403689125431724
M001,2006-12-17 16:00:00,238.284,11.733333333333333,2.8058666666666667,0.98,0.7014666666666667,0,NORMAL,Sunday,16,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.5004708333333333,1.1536861156413476,0.63006705106674,0.537444343900225
M001,2006-12-17 16:15:00,236.97866666666667,16.333333333333332,3.881466666666667,0.98,0.9703666666666667,0,NORMAL,Sunday,16,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.5004708333333333,1.5959397696462305,0.6337261867183521,0.5356789992296553
M001,2006-12-17 16:30:00,236.92933333333335,14.746666666666666,3.4993333333333334,0.98,0.8748333333333334,0,NORMAL,Sunday,16,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.5004708333333333,1.4388182904869402,0.6362911563631923,0.533371275432761
M001,2006-12-17 16:45:00,234.93533333333332,13.213333333333335,3.1174666666666666,0.98,0.7793666666666667,0,NORMAL,Sunday,16,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.5004708333333333,1.2818064564631415,0.6377972143663868,0.5307296507469981
M001,2006-12-17 17:00:00,233.0413333333333,15.08,3.5246666666666666,0.98,0.8811666666666667,0,NORMAL,Sunday,17,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.6245280765339869,1.4492345783586307,0.6403323128278481,0.5285129502959444
M001,2006-12-17 17:15:00,233.598,14.773333333333333,3.457466666666667,0.98,0.8643666666666667,0,NORMAL,Sunday,17,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.6245280765339869,1.421604004214778,0.6373899517167368,0.5264456902952439
M001,2006-12-17 17:30:00,234.292,13.693333333333333,3.2173333333333334,0.98,0.8043333333333333,0,NORMAL,Sunday,17,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.6245280765339869,1.3228685597047005,0.634985437827848,0.5251352697377838
M001,2006-12-17 17:45:00,235.988,14.493333333333334,3.4276,0.98,0.8569,0,NORMAL,Sunday,17,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.6245280765339869,1.4093237490397321,0.6330798822722924,0.5239813733071839
M001,2006-12-17 18:00:00,235.71533333333335,14.026666666666667,3.3211999999999997,0.98,0.8302999999999999,0,NORMAL,Sunday,18,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.717361111111111,1.3655753399786317,0.6309968961611814,0.5227819054652006
M001,2006-12-17 18:15:00,235.194,17.21333333333333,4.0432,0.98,1.0108,0,NORMAL,Sunday,18,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.717361111111111,1.6624395443218125,0.6317121739389592,0.523258845718799
M001,2006-12-17 18:30:00,234.804,14.96,3.5205333333333333,0.98,0.8801333333333333,0,NORMAL,Sunday,18,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.717361111111111,1.4475350787585128,0.632735437827848,0.5236515417808353
M001,2006-12-17 18:45:00,231.77599999999998,16.8,3.9034666666666666,0.98,0.9758666666666667,0,NORMAL,Sunday,18,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.717361111111111,1.6049854933242773,0.6337559239389591,0.5242294840895344
M001,2006-12-17 19:00:00,233.266,14.08,3.264533333333333,0.98,0.8161333333333333,0,NORMAL,Sunday,19,Winter,Medium,4,WFH,False,5.0,0.608022110309192,0.6754583333333333,1.3422757486866923,0.6331830072722925,0.5239973323905983
